feature,word_count,unique_word_count,char_count,line_count,avg_words_per_line,median_words_per_line,max_words_per_line,min_words_per_line,avg_word_length,lexical_diversity,repetition_ratio,punctuation_count,punctuation_ratio,question_mark_count,exclamation_mark_count,comma_count,quote_count,parenthesis_count,digit_count,english_char_count,english_char_ratio,repeated_lines_count,repeated_lines_ratio,unique_lines_count,most_repeated_line_count,chorus_repetition_score,repeated_words_count,repeated_words_ratio,most_common_word_count,most_common_word_ratio,first_person_singular_count,first_person_singular_ratio,first_person_plural_count,first_person_plural_ratio,second_person_count,second_person_ratio,third_person_count,third_person_ratio,we_vs_i_ratio,direct_address_score,love_words_ratio,army_words_ratio,nature_words_ratio,religion_words_ratio,party_words_ratio,sadness_words_ratio,nostalgia_words_ratio,family_words_ratio,place_words_ratio,time_words_ratio,modern_slang_words_ratio,old_israeli_words_ratio,last_word_unique_count,last_word_repetition_ratio,avg_last_word_length,dicta_token_count,dicta_non_punct_token_count,dicta_content_token_count,lemma_count,unique_lemma_count,lemma_diversity,root_count,unique_root_count,root_diversity,dicta_unknown_token_count,dicta_unknown_token_ratio,dicta_x_pos_count,dicta_x_pos_ratio,pos_noun_count,pos_noun_ratio,pos_verb_count,pos_verb_ratio,pos_adj_count,pos_adj_ratio,pos_adv_count,pos_adv_ratio,pos_pron_count,pos_pron_ratio,pos_propn_count,pos_propn_ratio,pos_adp_count,pos_adp_ratio,pos_det_count,pos_det_ratio,pos_cconj_count,pos_cconj_ratio,pos_sconj_count,pos_sconj_ratio,pos_aux_count,pos_aux_ratio,pos_num_count,pos_num_ratio,pos_intj_count,pos_intj_ratio,tense_past_count,tense_past_ratio,tense_present_count,tense_present_ratio,tense_future_count,tense_future_ratio,verb_inf_count,verb_inf_ratio,verb_participle_count,verb_participle_ratio,imperative_count,imperative_ratio,masculine_count,masculine_ratio,feminine_count,feminine_ratio,singular_count,singular_ratio,plural_count,plural_ratio,first_person_morph_count,first_person_morph_ratio,second_person_morph_count,second_person_morph_ratio,third_person_morph_count,third_person_morph_ratio,binyan_paal_count,binyan_paal_ratio,binyan_piel_count,binyan_piel_ratio,binyan_hifil_count,binyan_hifil_ratio,binyan_hitpael_count,binyan_hitpael_ratio,binyan_nifal_count,binyan_nifal_ratio,binyan_pual_count,binyan_pual_ratio,binyan_hufal_count,binyan_hufal_ratio
word_count,1.0,0.8545251249970828,0.9902272577894523,0.875665550087387,0.22995264794457773,0.17788039170310185,0.4861185017633432,-0.16480176506973312,-0.17635362604100602,-0.44181296605350373,0.44181296605350256,0.5126712752833427,0.05364259344108568,0.34798776824142785,0.23363216097625236,0.4302756935559228,0.4840207318226938,0.3513193131690998,0.21914345470105098,0.1744462782511045,0.11276553408628409,0.5743736843192004,0.33507264506311396,0.816166285220958,0.4184279517929658,0.29791708944338463,0.8080308421526259,0.21265348341283616,0.5664173066608769,-0.0719276257246784,0.5350925199544287,0.0806388795963432,0.26474440772296515,0.04186677073075418,0.4788395797014321,0.0586748123380066,0.2821841085122596,0.0016554765974837893,0.07614167107027436,0.017561381347580108,-0.08597910497291243,0.0398220296900561,-0.1321687618765692,0.01792423038704643,-0.07239848461887177,-0.06489636121495723,-0.08365371070286341,-0.016595235720839097,0.06554424654769476,-0.13115685946453357,0.10076714367397042,-0.05342893272194757,0.7630072011265598,0.33257549142186515,-0.036639591556443724,0.9715785286097891,0.9829337741376599,0.944359551928095,0.9549640763553794,0.7976913342710884,-0.5065177117261545,0.8106331957775982,0.7193853590074548,-0.35044184908124354,0.42152737675765606,0.16379093321120022,0.3751726235144685,0.13889232575200328,0.7236120795802808,-0.2482511421739256,0.8435273500624468,-0.01679345556957156,0.5305341920667179,-0.09182250319197276,0.7059282721465928,0.03776418084789244,0.7605434541846425,0.10163655193016692,0.5485094186354958,0.3018093999363087,0.8247314923395965,-0.06552595676161042,0.652200816998973,-0.1302610820531524,0.5759960681394425,-0.1427732896339205,0.5454420592716016,0.03679044049661362,0.3661740328743367,0.019427535352639604,0.4157229268064338,0.10596285089878124,0.4237771589911585,0.16899140923677167,0.5257024007149402,0.0539031628388493,,,0.5104654924626696,0.10758285801983036,0.344834667377265,-0.027507915818545572,0.5572807915291668,-0.13351772969784154,0.2689128962429546,0.027131884317027642,0.9076450382641456,0.009062849137407264,0.7606699965780837,-0.1028566794628112,0.9177163282833943,-0.03238925199640965,0.5393739985838328,-0.1151290030486151,0.7603474865939509,-0.016365148460791557,0.6697535304488439,-0.003148224578980807,0.7279746234943222,-0.05674127461137983,0.7130586373056392,-0.15403538852519133,0.5414272921360129,0.0664414138506549,0.5533400976054672,0.13184426383849976,0.30822307309020874,-0.03283127578640533,0.3469483372249848,-0.032270380763357906,0.22283519783040953,0.019278009632130267,0.1520425677243645,-0.03029920058460445
unique_word_count,0.8545251249970828,1.0,0.8700083997846636,0.7095102073788923,0.23558605003727517,0.18961967526734752,0.4382553537930512,-0.11406004752388701,0.012455362388576507,0.024665324338509716,-0.024665324338510805,0.44755965078191323,0.06963921300799503,0.3472730517836798,0.227649262800473,0.3763754040682557,0.49088972421843036,0.190802817358271,0.24470480972759384,0.08097538064463967,0.04293649348170649,0.19199545758659622,-0.052971988603593735,0.8462915012498756,0.1346486491764773,-0.07574137304362856,0.5333887763286712,-0.17904945540512374,0.30177839180667276,-0.26862025104930526,0.38017168529149514,-0.012437658776817443,0.21336852261828132,0.057611129195031856,0.32277008685657255,-0.01588368465274159,0.235836738639343,0.001236712802278147,0.08198107077218517,-0.009367596777162356,-0.10307580639615768,0.1281138238534201,-0.09297018111367178,-0.014272954010755954,-0.08244130682470632,-0.0732860992285729,-0.06111862733345437,-0.04302053881540206,0.05923263995558227,-0.11983634253794483,0.09929846293922417,-0.043672230550686225,0.864387650648515,-0.09398068278985307,0.07964668086528302,0.8482998890972075,0.8573468143175519,0.8520717564341532,0.8481667721568598,0.9706272427755652,-0.11521575526918262,0.7041682784788525,0.8559960619434464,0.006925655923156049,0.30586975870254546,0.09300264403629675,0.2578370938259108,0.06794896005938705,0.7526833610652092,-0.07184981824558183,0.7143558695345038,-0.059676186067072194,0.5280710286756027,-0.032264547060965994,0.5533871692009735,-0.04372311552119916,0.5879065612280211,-0.022680954855189662,0.4384937732010544,0.2545623231495668,0.7370161302328725,-0.024844300323484596,0.6622693298165182,-0.017927686685382613,0.5878484253493919,-0.03645056916895391,0.44967496764127635,-0.0017164997190717622,0.25839607051383334,-0.01703260032816119,0.3711201339512337,0.08655170567448338,0.3683834341203507,0.14471055850608375,0.5053624362470931,0.0848130608124413,,,0.31932654621106116,0.004963750772732284,0.30489827497555483,-0.0016007918066961245,0.5260085830474749,-0.06778820932694439,0.1893679994022314,-0.010774770719999221,0.8257944001282823,0.0671273184249781,0.6257726559390236,-0.1294622559818699,0.7915484856232456,-0.061369000170806494,0.5821729986245461,0.008831628809495323,0.6182422672012445,-0.06847473750286125,0.5324341188807102,-0.06584137555759764,0.6600255505990852,-0.03532123817271003,0.5821998451262026,-0.14678392626874026,0.5162211505817276,0.09312237717210999,0.4743954264853327,0.10257334190774098,0.30005928207489524,-0.006705218715617506,0.3369567423812734,0.01639545771159215,0.2260778532371677,0.042443796663670603,0.2137411046921713,0.020546695454962856
char_count,0.9902272577894523,0.8700083997846636,1.0,0.8737606243467845,0.2138849659915132,0.16400363361411016,0.4708003016972982,-0.1765851498036184,-0.07731775439183469,-0.40127600898714577,0.40127600898714444,0.5545616890238931,0.09482512783221435,0.3412147995666544,0.26137739637585516,0.46923600526013415,0.500490216913448,0.3698157093753307,0.23385192294961452,0.1782037155381427,0.1142280894784842,0.5556136369512851,0.3147839604114713,0.8262393003969151,0.40467160572359917,0.27818109932022483,0.7909897841162716,0.18565505045307504,0.5338577730408416,-0.09826954801077549,0.4952789393018054,0.04844584700757321,0.278337553115556,0.055348703737762954,0.44203815840427385,0.03197310284425076,0.26649957673186175,-0.006903250561591702,0.08992486064920002,0.016381426408063785,-0.08765650720898871,0.04626071522894258,-0.129350853111232,0.015275825525968513,-0.0774245209761568,-0.07655021905885472,-0.08157385848824825,-0.03117628916782154,0.06570147268484967,-0.1440731085803363,0.10141417114412359,-0.05167576428586471,0.7724837851429989,0.3096401674265076,0.026597122050820876,0.9809580066761359,0.9868102109579218,0.9481955691007714,0.9514551520247981,0.8185545243944543,-0.4752321084149394,0.8008900802311723,0.7266134660445889,-0.3300661036613572,0.4527375037652721,0.19222742196383236,0.4049428771200415,0.16622773932182622,0.7545691465904272,-0.21356676410798578,0.8327799283786754,-0.03138481234558397,0.5440088961457231,-0.08240600017728635,0.6657890024598613,-0.007444909198802772,0.726963021663462,0.051670403564994076,0.5660544619731444,0.31481362243903277,0.8215379154581708,-0.07063054855775325,0.680421768655029,-0.10181461254580733,0.5742182427397627,-0.14432342844291163,0.5343438592049905,0.026912750118466753,0.3552308473274873,0.0067381709085213804,0.4183776684043018,0.1049477959249352,0.42146107297976193,0.16445198206170544,0.5273236254285845,0.05758558328231581,,,0.4929030985440918,0.09670340516171536,0.3390063830911228,-0.029627109556398627,0.5606897425635917,-0.11727957192225769,0.2506896488377773,0.014492963933296283,0.9057202678337825,-0.005634873984373744,0.7578722380068319,-0.1047210182194075,0.9038469088994802,-0.06913273514257688,0.5887415927540218,-0.06743806317827301,0.7465077808655531,-0.03269093287005919,0.6442187274505321,-0.02769400017502505,0.7268597464918123,-0.05879292317989916,0.6967923830784429,-0.16234171814488477,0.5422865956379159,0.07855163207176724,0.5489154329524939,0.13351044155419028,0.31723223869722,-0.020400673326003663,0.34908171797177157,-0.027621230130486958,0.22485760453577552,0.024158726475728545,0.1597580033009133,-0.024768154756434593
line_count,0.875665550087387,0.7095102073788923,0.8737606243467845,1.0,-0.14225698150360946,-0.16210893517612662,0.20129438906702443,-0.38303536642040076,-0.10937600981274175,-0.44659368488111983,0.44659368488111867,0.39577711658059883,-0.001122357559884535,0.27608474083004536,0.21643158908984678,0.28836179799455924,0.4168985138734962,0.2779312422425558,0.23798220068131376,0.13639523309027232,0.07126196451762491,0.7255249951237495,0.4388729265347169,0.8849598560211246,0.5502075456390478,0.3881496507511154,0.7342292838540554,0.23952672734146033,0.5335396723141949,-0.0385690662002429,0.4640568315466188,0.05400140153674626,0.20371323746351727,0.03893817324470283,0.4275085048705316,0.024798338563616223,0.2658772984999627,0.006435494322236873,0.05509686166812694,0.017555224644872136,-0.09241118549647985,0.032460778472465916,-0.08130640057436132,0.028220973148282983,-0.07036626353432808,-0.04779310651664425,-0.05484542494539836,-0.03511725000109013,0.07483255510012199,-0.11352643448285649,0.08386722716308886,-0.035783335206211325,0.8350023476990619,0.4120401517504781,-0.04434820604728459,0.8357799737183357,0.8517634264471301,0.8410090467184482,0.8388868133517127,0.6654296172004306,-0.4812825446816971,0.7301747713007469,0.6168937355675296,-0.33823822579771257,0.31913429544881966,0.09316727154811215,0.2741485392110082,0.06753224241694006,0.645666984825706,-0.17311487302619769,0.7673980861402051,0.020820783669188034,0.48474961632029684,-0.045902031114542226,0.6111904576690129,0.019328124936640406,0.6478825640832921,0.06189007708316376,0.46701602972484896,0.2807216834231862,0.717508035678665,-0.06884576526795219,0.5470487782760323,-0.12269396973642435,0.5085240063966343,-0.1124329303514757,0.4763659664576059,0.04079710399536906,0.3374177444583779,0.03547894715013736,0.4080417862124637,0.12862664585889624,0.40540725488909474,0.18615012263525402,0.4693804044898647,0.06680151782794702,,,0.48868661124640117,0.1162886580602366,0.3374395590850924,-0.01471823620853777,0.474822787146358,-0.14886913744783783,0.21730634141730526,0.010928510873053373,0.7836318123344461,0.018017497585377917,0.6871678670769401,-0.061224544163308976,0.8182462972769335,0.015363747918405937,0.4488834013539768,-0.09775323174514702,0.6574768639406336,-0.03108974608889897,0.5978727123913955,-0.009761019433265626,0.6294222037547735,-0.05214518503438729,0.6269432124712045,-0.1587449456362498,0.49290625548210154,0.06189465416770413,0.516180093853446,0.1317910550895634,0.2854193355623615,-0.01444794569646662,0.33822115319772394,-0.007456232865535322,0.17575649276183972,0.010081904474518592,0.14760737222415346,-0.01975489081254617
avg_words_per_line,0.22995264794457773,0.23558605003727517,0.2138849659915132,-0.14225698150360946,1.0,0.9590986131867862,0.684204953052993,0.7069252098287677,-0.18295754023276906,-0.06860171050099259,0.068601710500992,0.16415149106217908,0.09270732262171684,0.11697546080260483,0.05908942842293326,0.1932166743586057,0.10086936476312178,0.05706329904131569,-0.004289296660928196,0.08067553495883953,0.08035563654733169,-0.1261914499838969,-0.10243945426381082,-0.11034200619953968,-0.13840140386811037,-0.09228947337371254,0.18163613288949393,0.02500539609753765,0.08739773465098452,-0.05424091433244067,0.15194132900166735,0.05571571527502245,0.06931923581848298,-0.0029047142278119525,0.1431964238410699,0.10617784040078761,0.03290691420179194,-0.024818384632441636,0.025909054671183335,0.053394664134132734,-0.019735047265091156,-0.005459714688886835,-0.10627577779045609,0.039964722102816874,-0.012146845150965428,-0.032482697819688044,-0.058913175719119346,0.029577267124948344,0.039017787914866923,-0.023544758645532956,0.015310909724893837,-0.03847949581467193,-0.11274513940682519,-0.04724071544242237,0.008609156749939444,0.23823250926195425,0.23682168044022864,0.18981245627980567,0.21258990615361173,0.21100827984840406,-0.12357976076513785,0.1718862372672003,0.18183369792992668,-0.06758047895079228,0.1726078544673065,0.14903387564592893,0.1686057563972992,0.14772084142063202,0.1299854084665876,-0.16363517364211214,0.1655539510204097,-0.08751728300268795,0.08505599437706866,-0.08985762718058461,0.19645510586828432,0.05807118185234441,0.2043452526978662,0.07669134720865745,0.09467786447484858,0.04865690263884812,0.2013759618560862,-0.008877418437588812,0.1676536928084174,-0.03674610020958937,0.1430548192204619,-0.040907888262558756,0.11521056737225079,-0.019167477010348665,0.0739452678702529,0.0014580397913521506,0.03994831681502017,-0.008678992693776684,0.03047526259367663,-0.029955287842571187,0.08501548802724174,-0.041136956686672936,,,0.07995136210521417,0.0391402970531188,0.04613527464070375,-0.040025651199208326,0.16198965003322408,0.008211083862501672,0.07756588029190492,-0.0021837322589299568,0.2114903584149967,-0.02378249765877573,0.13874698932584106,-0.11768659934669937,0.19239609327617513,-0.0816050219343603,0.11135138758611646,-0.08513539434561403,0.1950286579725405,0.00028016170182429835,0.18025244826402556,0.04003394694721683,0.1621263464974439,-0.04623877492887987,0.15695825759309953,-0.0721221365472872,0.11223679441882935,0.03723898943518956,0.11380011370638159,0.0659455986252972,0.06401450804224496,-0.03314888813812504,0.05350314722644209,-0.011613856595487118,0.05500743136372222,-0.021062723188291468,-0.004390537593399399,-0.04265759425316434
median_words_per_line,0.17788039170310185,0.18961967526734752,0.16400363361411016,-0.16210893517612662,0.9590986131867862,1.0,0.5944093717957619,0.6813216179356905,-0.15927217915239852,-0.04058327301031511,0.04058327301031455,0.15689941977626792,0.10599692636481554,0.10549017729692368,0.0486435929998812,0.18816510900613073,0.07726147971496489,0.038754383473501915,-0.0034901497765402203,0.0713472973792853,0.07239186658810132,-0.14647580238111899,-0.1216318079502022,-0.12393063434547999,-0.14598788755839734,-0.113568476973034,0.13519046483790664,0.010498092765546101,0.060539913000429824,-0.044938813195120324,0.10049357796803399,0.015009211208519039,0.04275667404676578,-0.024215751628487967,0.1140385002211687,0.09527308287134452,0.007569888503768674,-0.030141201098159192,0.025179565650209984,0.06940618020198172,-0.009212530327555977,-0.015217161881728222,-0.08674857828502722,0.04558036407211974,-0.0028503807826204593,-0.028871619390700525,-0.05274132874999244,0.044616834432559885,0.07297294136977299,-0.03196495603084786,-0.012184804884548426,-0.037710358524789975,-0.1252534106581536,-0.06108686399456603,0.030059241874037686,0.1873433630983099,0.18240008728858204,0.14618573565954632,0.15916082531730769,0.16975058960341174,-0.0810448735615271,0.12389112947680773,0.14097829253424282,-0.03904234193183224,0.1515278553064619,0.1351583388787514,0.149765347533162,0.13496227216656817,0.1012089442692203,-0.12124244086819407,0.12279759004710757,-0.07819333751094891,0.0627367547250222,-0.07719990096046941,0.1542673480368442,0.05542561096354042,0.14176208985021133,0.03563529465855218,0.0780708049060693,0.037104364362045054,0.14735295827631564,-0.019360650643764972,0.13901038455588172,-0.014222317958412866,0.10709262202892829,-0.030735856548712102,0.0720102187454417,-0.04156037680499136,0.054768606280532914,-0.002621365341545049,0.033461262423956785,0.00441682701365921,0.014036784873933193,-0.0418424213476067,0.05463194558974668,-0.05401638042708693,,,0.0640412285611721,0.03757587057513643,0.022529803023867916,-0.03570454215617198,0.12911354239881245,0.017543346103252703,0.06654842176541512,0.0018974104808187778,0.159323870353791,-0.038250208005979364,0.09434470225712996,-0.10899652302107532,0.14030465981835688,-0.08092462724611231,0.09475470162666098,-0.0590620496246185,0.14410713472077666,-0.020067544123320683,0.1391199063913579,0.04532888737471525,0.1183875850647478,-0.03900845033718907,0.11311757082254202,-0.0786628596881029,0.08775421994787985,0.04434839080866593,0.08284541585942458,0.06242250510635565,0.04419754264495533,-0.02865094739262232,0.03313366041073601,-0.004273856352223346,0.04829663660913452,-0.012548378743439097,-0.015333019228365155,-0.04239501134872077
max_words_per_line,0.4861185017633432,0.4382553537930512,0.4708003016972982,0.20129438906702443,0.684204953052993,0.5944093717957619,1.0,0.2505991968139021,-0.20025921654930304,-0.17557165065146313,0.17557165065146182,0.25472967359794374,0.04465878621053084,0.1397618906054415,0.12392260381767818,0.24652884939743697,0.21461964168098233,0.20260300307624982,0.12987827668277668,0.10532908525254008,0.08838689463592635,0.1238985460914832,0.05006773347813046,0.19312223763634337,0.06714186550407407,0.039272353308341355,0.37485277889706725,0.04598134318237175,0.2745668710234412,-0.04241138735540322,0.3365343754081582,0.1273397148390233,0.1479352609970219,0.03977630281918366,0.27969236607003317,0.10678333195145145,0.14555446027025146,-0.00447464297180347,0.016852928676595585,0.026973794578997613,-0.042335673202190005,-0.028898325011703845,-0.1251659669461005,0.06233559290459534,-0.029559532609741326,-0.04259973566875899,-0.0675462193391671,0.019916927736787923,0.041245344664708236,-0.06017681281665509,0.0427886230818093,-0.052410841106180224,0.16795965601798166,0.07613585090469223,-0.03540780582984267,0.477349010851391,0.48463492755211984,0.426880127918067,0.4573693753686249,0.40058653907194997,-0.23681807738993324,0.3958017313901417,0.368288835440272,-0.1546818554298438,0.26256315483067966,0.16504719851887859,0.23584249573873353,0.1492396372123081,0.2784130825480601,-0.23815528907491856,0.4050983078243961,-0.05682608742500761,0.22709728315333264,-0.08670573887769059,0.36680574129326565,0.05224908092660769,0.42064897251253075,0.1212474619257225,0.25572293768366067,0.13304465351670408,0.4281913874283986,-0.0013209558807327762,0.2857443688388535,-0.1036145652833517,0.2557631237430219,-0.11117803143518128,0.29033716433771656,0.02554545759419455,0.20851090117985277,0.023415486513750573,0.202156295069946,0.06613925033222745,0.16556074044022495,0.04412998577311482,0.21170295506686404,-0.014550722302208035,,,0.25034670514961316,0.0734580621816882,0.18311175220338508,-0.019427704492410425,0.28168739128797116,-0.07627112612468112,0.13872914249479854,0.012317874859923604,0.43208270287024514,-0.025113451222030476,0.38405339281152207,-0.06275646989026464,0.4415648799172094,-0.05086182984610515,0.2153850506149446,-0.12139693614965548,0.4122380093995517,0.038198605612956335,0.3683666131199824,0.03830660179893865,0.34694215978105647,-0.07149319724308986,0.35518780524473276,-0.11761730958765947,0.2769541531531455,0.05232364328264505,0.27322499688984625,0.10463475715948468,0.12983659257527788,-0.0443271907573442,0.11861469008055411,-0.039679589566115,0.10044250455458807,-0.020857044549673426,0.009484908176710105,-0.06009441153676225
min_words_per_line,-0.16480176506973312,-0.11406004752388701,-0.1765851498036184,-0.38303536642040076,0.7069252098287677,0.6813216179356905,0.2505991968139021,1.0,-0.04721786207630476,0.09180597114357782,-0.0918059711435775,-0.0671017785237959,0.022851256254388858,-0.013743588376817804,-0.07736943958532712,0.010373323356497361,-0.08575899978396484,-0.1106020216605678,-0.1325770696718858,-0.020220617463051004,0.002972926360738329,-0.24422911378719184,-0.15103898192336454,-0.36175548154248777,-0.20202814412787076,-0.13973174479571132,-0.14713425897604043,-0.03707976427520816,-0.11909054436605727,-0.024892672487759775,-0.09575360017351744,-0.021072369137918157,-0.021775543678553416,0.006775853946021802,-0.0637343311713177,0.051991777866079676,-0.06827409594743482,-0.039528044201124136,0.027021481838552106,0.054633871620878134,0.019283210309894504,0.011052466798393765,-0.00822811273429576,0.026354173524129068,-0.025813086390861627,0.04183453672302404,-0.010024421576869854,0.03596356215062719,-0.04070308764752828,0.0560357918632065,-0.0009615662588519972,-0.006876876821871806,-0.33542253794381505,-0.12416365706748017,0.021260567904647754,-0.14436622268531027,-0.14783441880518314,-0.16288886554817109,-0.1482864358499299,-0.10261923067343597,0.08049778402614885,-0.13168838458940893,-0.10885590587815522,0.07340621304161898,-0.04447688173438124,0.012648810725765717,-0.027556875472473694,0.025463769941718485,-0.11982690818528106,-0.004043011279437211,-0.15197126325883314,-0.0653093528329001,-0.11129658040639775,-0.023654850778635328,-0.0984885600929787,0.008755172637519999,-0.1030857514620267,0.0096400924134483,-0.11116022034450093,-0.06864561522612715,-0.11219162824560856,0.0382795280946937,-0.08462568302147594,0.031575770053104385,-0.04312372366799625,0.07126269686624402,-0.08778152918722945,-0.019334398379754845,-0.046508326709480644,0.03266871642974605,-0.13660315066902637,-0.07463838503755278,-0.1536060981432418,-0.11522768093461813,-0.06725057266466772,0.0030649551112735263,,,-0.11287146842177197,-0.007463556791816722,-0.0965678932659691,-0.04394406698913121,-0.06784909445796347,0.0403715157336088,-0.05033732059430546,-0.049700094048320306,-0.12629189283242942,0.01207652752714931,-0.1664794606791286,-0.07546499890327603,-0.15476501614750804,-0.04604726965711076,-0.07525973215425112,-0.004221724179960644,-0.12560219891968855,-0.020031801794900217,-0.08556195816151986,0.02674179904190907,-0.1063830918328442,-0.0264410333903324,-0.09362770004525009,0.02807083238624774,-0.09228155040626249,0.0009092316317857256,-0.14069878304931147,-0.04519762605953589,-0.06757395409651212,-0.013585049440831727,-0.0490995103900663,0.02997372439839269,0.024997925111057147,0.014633727447458953,-0.0707191792135084,-0.04072416869729298
avg_word_length,-0.17635362604100602,0.012455362388576507,-0.07731775439183469,-0.10937600981274175,-0.18295754023276906,-0.15927217915239852,-0.20025921654930304,-0.04721786207630476,1.0,0.3736450036613676,-0.3736450036613666,-0.022086284074755744,0.012408522565345803,-0.1246074047632246,0.007995132138498723,-0.002627562797846325,-0.011312303990173663,-0.04641753664635793,0.011978605980196197,-0.0716586075122656,-0.06028814822199156,-0.14910630569746267,-0.13239988600694472,-0.049596214892065234,-0.09066364315848666,-0.14019567034535668,-0.24291099929719315,-0.27949010913321726,-0.28464781619348223,-0.22008664582342619,-0.3190433837577774,-0.30507181273053746,0.01362814668076592,0.05913502100323886,-0.2666336098455709,-0.2146925150935301,-0.0911775523359148,-0.02236315149472551,0.09206602043462847,0.007409363912771887,-0.019425788952350916,0.07651117496527116,0.09189710175469291,-0.01544068672978833,-0.017538065791715754,-0.08489420764985654,0.025470142331306848,-0.17474656445386433,-0.05642084609158239,-0.084866726555075,-0.04421343254082657,0.005063544861309415,-0.0005307091196626762,-0.19262432913889058,0.6249157412449589,-0.1066522495913864,-0.11323797209042252,-0.05381868086521882,-0.1026018356320792,0.06993201710985848,0.30033702071838636,-0.09326470406618373,0.01526569948897108,0.15605294682262205,-0.07867337330647496,-0.06879832472843382,-0.08422395469501807,-0.07297355669993132,0.1768020454173056,0.43209783403859825,-0.11288776981879427,0.017484874291907693,0.05633660745905447,0.12366121654713602,-0.3638800251575397,-0.3831800430454319,-0.3099398372261131,-0.40229653978502244,-0.022300560056970002,0.018192906971797748,-0.06353649083727515,0.10449657932015755,0.13492023782385798,0.3130957291372829,-0.02236856776321775,0.07966199116261899,-0.13579848951307893,-0.07478870743542064,-0.11598637846714763,-0.06859658821577744,-0.06473336353175163,-0.0505421958249891,-0.10131839302737235,-0.1007367564652764,-0.03235024909007799,0.017357760427487146,,,-0.16685105816798584,-0.12220547557270324,-0.0419802501965381,0.0419284162239522,0.03627157422968448,0.1736456888441485,-0.1706305485588169,-0.14628129129429288,-0.10390227303789147,-0.029900708610799208,-0.045485372192379574,0.11450908547619484,-0.16977189164640877,-0.18835236220932863,0.332191715900292,0.5164710003751383,-0.14674790360719595,-0.058549478613251785,-0.19097956449206757,-0.1310694618971753,-0.04780161306460306,0.08105369510398397,-0.1397628448967554,-0.01767782618571856,0.004822788539611783,0.10545798125308183,-0.0675412355716979,-0.03898854557817224,0.05479378490187003,0.13659003410560228,-0.018078412307518218,0.019944547222916373,0.041573511211852536,0.07248619650983615,0.05264673499312872,0.05552418960219336
lexical_diversity,-0.44181296605350373,0.024665324338509716,-0.40127600898714577,-0.44659368488111983,-0.06860171050099259,-0.04058327301031511,-0.17557165065146313,0.09180597114357782,0.3736450036613676,1.0,-0.9999999999999999,-0.14269325735731578,0.03268350535933572,-0.1026799259569192,-0.03472082505374981,-0.15893141641033642,-0.10212992522122209,-0.1710256959288621,-0.020850380761962304,-0.14254662479384622,-0.10985615456595915,-0.7420015627007196,-0.8074029450409624,-0.11238702494054889,-0.5902545895911683,-0.7937038642251332,-0.663499083928967,-0.8243610654287085,-0.5103927921300532,-0.3560415317519127,-0.39072552829534235,-0.20930847243230855,-0.07000029003596944,0.043673937304083255,-0.33150403059086164,-0.12683347369199088,-0.11761855347661192,0.012793473569514314,0.022962451642189352,-0.03719948047559455,0.0016851176103120384,0.13613624284266748,0.13518402442106037,-0.049013837569386015,-0.013661028489875016,-0.016100327288629156,0.07585537135853405,-0.06581170097584099,-0.003980539621648675,0.041845310960847586,-0.02166852310656074,0.012528462084351676,-0.005532004304260975,-0.8732964472276877,0.18412224905894675,-0.39408181079216625,-0.4077947323069428,-0.3559514382565921,-0.3882846312910615,0.07893259442054058,0.88538887986687,-0.3835439361984738,0.004493288378290125,0.7469751430374791,-0.20699221704869986,-0.12804179203972813,-0.19630422683860088,-0.11944489652259181,-0.12486693024781863,0.3850024402668906,-0.40342013042435654,-0.06736344362995506,-0.14151097630925114,0.12937885956925455,-0.44454087078312665,-0.2261354557291733,-0.4481326376937907,-0.26679335163667756,-0.16990070453111772,-0.10255309418416153,-0.3281591871603663,0.09217297764952716,-0.1615794451939284,0.21242576919353284,-0.12860511504047106,0.23558998821860178,-0.2952431216119853,-0.10570356421948453,-0.22988395914163487,-0.07025515099335417,-0.167988008979075,-0.09216421160323508,-0.15695949793205888,-0.07954548346846192,-0.16524664865432617,0.021527413812303175,,,-0.34962396487476105,-0.16189747729075826,-0.18558897822810658,0.03703206383214883,-0.22509636945201078,0.1313576802265087,-0.17624803891665414,-0.06510011400028258,-0.33091911750642755,0.09834948952360609,-0.3770204176606635,-0.016551346952553142,-0.40836144258940693,-0.0447182800436378,-0.04069957696774476,0.25220075731451597,-0.39206011257975953,-0.08821843326932487,-0.39581665465210614,-0.12761453092787514,-0.29165969347798143,0.021871143428644962,-0.3663522805897697,0.07407858409533065,-0.20532501892556979,-0.003957178927396895,-0.2907874135371702,-0.12516403024644168,-0.1329313360799045,0.033833658716508,-0.12266262738767311,0.09156578842329882,-0.04474060028897851,0.040010607769588556,0.057446902940901406,0.09727822325669694
